symbol,amount,invested,current_value,pnl,pnl_pct
bitcoin,0.25,5000.0,22026.0,17026.0,340.52
ethereum,1.5,3750.0,4463.88,713.8800000000001,19.036800000000003
eth,5.225057435466202,0.0,15549.35292335258,15549.35292335258,0
