symbol,amount,invested,current_value,pnl,pnl_pct
bitcoin,0.25,500.0,22056.0,21556.0,4311.2
ethereum,1.5,2250.0,4468.41,2218.41,98.59599999999999
eth,5.225057435466202,0.0,15565.132596807689,15565.132596807689,0
usd1,47.0,0.0,47.0,47.0,0
usdc,0.057721,0.0,0.057721,0.057721,0
usdt,38581.670846,0.0,38581.670846,38581.670846,0
usdt,2758.722,0.0,2758.722,2758.722,0
